ret_col,date,sort_col,economic_group,group_label,sort_mean,portfolio_ret,n_funds
future_ret_6m,2013-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.4670386299403422,-0.071034362173997,26
future_ret_6m,2013-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.642485259313691,-0.09854398896819185,27
future_ret_6m,2013-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8563926845886739,-0.07927238825072377,27
future_ret_6m,2013-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.11472541081776642,-0.04292154857706889,29
future_ret_6m,2013-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.28548802608129714,-0.026417577327230178,28
future_ret_6m,2013-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.42582511888484387,-0.01801749051878863,28
future_ret_6m,2013-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.5986471234518209,0.021676818658496983,28
future_ret_6m,2013-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8372028814676294,-0.007947891768800359,29
future_ret_6m,2014-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.12932188770093966,0.13100214516276834,26
future_ret_6m,2014-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.2839967139581792,0.1562213872284834,25
future_ret_6m,2014-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.40180500113997564,0.16514940552837604,26
future_ret_6m,2014-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.5908857047759813,0.17806572340898386,25
future_ret_6m,2014-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8126244112819134,0.21387308470725538,26
future_ret_6m,2014-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.10549539926801779,0.2618000362487466,25
future_ret_6m,2014-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.29953523264394816,0.2330383796892208,25
future_ret_6m,2014-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.47104363035019053,0.24863661258829467,25
future_ret_6m,2014-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.6223857466305031,0.2680359640843532,25
future_ret_6m,2014-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8663858178021716,0.24604019916054415,25
future_ret_6m,2014-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.12339182920906959,0.4302578054969123,25
future_ret_6m,2014-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.2833941134575615,0.4585818284024004,24
future_ret_6m,2014-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.4420780138751678,0.4649101332830767,24
future_ret_6m,2014-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.5984888923227003,0.5043623452314158,24
future_ret_6m,2014-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8120800224191603,0.4760578054785983,25
